id,tipo,titulo,director,actores,pais,incorporada,lanzamiento,publico,duracion,clasificacion
70060380,Movie,A Dangerous Woman,Stephen Gyllenhaal,"Debra Winger, Barbara Hershey, Gabriel Byrne, Laurie Metcalf, John Terry, Maggie Gyllenhaal, Jake Gyllenhaal, Chloe Webb, David Strathairn",United States,"April 1, 2018",1993,R,101 min,"Dramas, Romantic Movies"
80202808,Movie,A Sort of Family,Diego Lerman,"Bárbara Lennie, Daniel Aráoz, Claudio Tolcachir, Paula Cohen, Yanina Ávila","Argentina, Brazil, France, Poland, Germany, Denmark","April 1, 2018",2017,TV-14,96 min,"Dramas, International Movies, Thrillers"
60010082,Movie,An American Tail,Don Bluth,"Erica Yohn, Nehemiah Persoff, Amy Green, Phillip Glasser, Christopher Plummer, John Finnegan, Will Ryan, Hal Smith, Dom DeLuise, Madeline Kahn",United States,"April 1, 2018",1986,G,80 min,Children & Family Movies
60033788,Movie,An American Tail: Fievel Goes West,"Phil Nibbelink, Simon Wells","Philip Glasser, James Stewart, Erica Yohn, Cathy Cavadini, Nehemiah Persoff, Dom DeLuise, Amy Irving, John Cleese, Jon Lovitz",United States,"April 1, 2018",1991,G,75 min,Children & Family Movies
60033786,Movie,An American Tail: The Mystery of the Night Monster,Larry Latham,"Thomas Dekker, Lacey Chabert, Jane Singer, Nehemiah Persoff, Susan Boyd, Robert Hays, Pat Musick, Dom DeLuise, Candi Milo, Jeff Bennett",United States,"April 1, 2018",1999,G,75 min,Children & Family Movies
60033787,Movie,An American Tail: The Treasures of Manhattan Island,Larry Latham,"Thomas Dekker, Dom DeLuise, Pat Musick, Nehemiah Persoff, Erica Yohn, Lacey Chabert, Elaine Bilstad, Rene Auberjonois, David Carradine, Sherman Howard, Tony Jay, Richard Karron, John Kassir, Ron Perlman",United States,"April 1, 2018",2000,G,79 min,Children & Family Movies
60022255,Movie,Balto,Simon Wells,"Kevin Bacon, Bob Hoskins, Bridget Fonda, Jim Cummings, Phil Collins, Jack Angel, Danny Mann, Robbie Rist",United States,"April 1, 2018",1995,G,78 min,"Children & Family Movies, Dramas"
60022254,Movie,Balto 2: Wolf Quest,Phil Weinstein,"Maurice LaMarche, Jodi Benson, Lacey Chabert, David Carradine, Mark Hamill, Charles Fleischer, Peter MacNicol, Rob Paulsen, Nicolette Little, Melanie Stone",United States,"April 1, 2018",2001,G,75 min,Children & Family Movies
70020048,Movie,Balto 3: Wings of Change,Phil Weinstein,"Maurice LaMarche, Sean Astin, Keith Carradine, Charles Fleischer, Jodi Benson, Bill Fagerbakke, Charity James, Kathy Najimy, David Paymer, Jean Smart",United States,"April 1, 2018",2004,G,78 min,Children & Family Movies
284890,Movie,Barsaat,Rajkumar Santoshi,"Twinkle Khanna, Bobby Deol, Danny Denzongpa, Raj Babbar, Ashwin Kaushal, Mukesh Khanna, Harish Patel",India,"April 1, 2018",1995,TV-PG,166 min,"Action & Adventure, International Movies, Music & Musicals"
80122234,TV Show,Bh Se Bhade,Sin director,"Deven Bhojani, Suchita Trivedi, Sarita Joshi, Varun Khandelwal, Bhavna Khatri, Dushyant Wagh, Gulfam Khan, Atul Parchure",India,"April 1, 2018",2013,TV-PG,1 Season,"International TV Shows, TV Comedies"
80226076,Movie,Big Time,Kaspar Astrup Schröder,Bjarke Ingels,Denmark,"April 1, 2018",2017,TV-MA,90 min,Documentaries
70115621,Movie,Billu,Priyadarshan,"Irrfan Khan, Shah Rukh Khan, Lara Dutta, Rajpal Yadav, Om Puri, Asrani, Manoj Joshi",India,"April 1, 2018",2009,TV-PG,132 min,"Dramas, International Movies"
80122188,TV Show,Buddha,Sin director,"Himanshu Soni, Kajal Jain, Sanket Choukse, Kabir Bedi, Sameer Dharmadhikari, Jagat Singh, Reshmi Ghosh, Siddharth Vasudev, Amit Behl, Hemant Choudhary",No clasificada,"April 1, 2018",2013,TV-PG,1 Season,"International TV Shows, TV Dramas"
80103383,Movie,Class of '61,Gregory Hoblit,"Christien Anholt, Andre Braugher, Dan Futterman, Josh Lucas, Clive Owen, Sophie Ward, Sue-Ann Leeds, Laura Linney",United States,"April 1, 2018",1993,TV-PG,91 min,Dramas
60011619,Movie,Dad,Gary David Goldberg,"Jack Lemmon, Ted Danson, Olympia Dukakis, Kathy Baker, Kevin Spacey, Ethan Hawke, Zakes Mokae, J.T. Walsh, Peter Michael Goetz, John Apicella, Richard McGonagle, Bill Morey, Mary Fogarty",United States,"April 1, 2018",1989,PG,117 min,Dramas
80041337,Movie,Dagh Ujala,Raj Amit Kumar,"Victor Banerjee, Adil Hussain, Bhanu Uday, Preeti Gupta, Bhavani Lee, Ankur Vikal, Seema Rahmani, Samrat Chakrabarti","United States, India","April 1, 2018",2015,TV-MA,103 min,"Dramas, Independent Movies, International Movies"
80209356,Movie,Dare to Be Wild,Sin director,Sin actores,Ireland,"April 1, 2018",2015,TV-PG,100 min,"Dramas, Independent Movies, Romantic Movies"
60033223,Movie,Dil Hai Tumhaara,Kundan Shah,"Rekha, Preity Zinta, Mahima Chaudhry, Arjun Rampal, Jimmy Shergill, Alok Nath, Dilip Joshi, Govind Namdeo",India,"April 1, 2018",2002,TV-14,176 min,"Dramas, International Movies, Music & Musicals"
80244992,Movie,Ethirmarai,Sin director,"Ramanathan, Rakesh",India,"April 1, 2018",2018,TV-14,91 min,"International Movies, Music & Musicals, Thrillers"
80208373,TV Show,Fallet,Sin director,"Lisa Henni, Adam Godley, Tomas von Brömssen, Lia Boysen, Christoffer Nordenrot, Stina Rautelin, Erik Madsen, Magnus Krepper, Meliz Karlge, Linda Nilarve, Björn Granath, Richenda Carey, Dag Malmberg",Sweden,"April 1, 2018",2017,TV-MA,1 Season,"Crime TV Shows, International TV Shows, TV Comedies"
80196139,Movie,Fishpeople,Keith Malloy,Sin actores,No clasificada,"April 1, 2018",2017,TV-14,49 min,"Documentaries, Sports Movies"
80148180,Movie,Gringo: The Dangerous Life of John McAfee,Nanette Burstein,Sin actores,United States,"April 1, 2018",2016,TV-MA,97 min,Documentaries
607931,Movie,How to Make an American Quilt,Jocelyn Moorhouse,"Winona Ryder, Anne Bancroft, Ellen Burstyn, Kate Nelligan, Alfre Woodard, Kaelynn Craddick, Sara Craddick, Kate Capshaw, Dermot Mulroney, Adam Baldwin, Maya Angelou, Rip Torn, Joanna Going, Claire Danes, Jean Simmons, Denis Arndt, Johnathon Schaech, Samantha Mathis, Derrick O'Connor, Jared Leto",United States,"April 1, 2018",1995,PG-13,116 min,"Dramas, Romantic Movies"
80225907,Movie,Influx,Luca Vullo,Sin actores,United Kingdom,"April 1, 2018",2016,TV-PG,90 min,"Documentaries, International Movies"
70298251,Movie,John Mulaney: New in Town,Ryan Polito,John Mulaney,United States,"April 1, 2018",2012,NR,60 min,Stand-Up Comedy
60002111,Movie,Kya Kehna,Kundan Shah,"Preity Zinta, Saif Ali Khan, Anupam Kher, Farida Jalal, Chandrachur Singh",India,"April 1, 2018",2000,TV-PG,149 min,"Dramas, International Movies, Romantic Movies"
80036662,TV Show,"Lady, la vendedora de rosas",Sin director,"Natalia Reyes, Michelle Orozco, Majida Issa, Ernesto Benjumea, Viña Machado, Carlos Mariño, Alberto Cardeño, Fabio Restrepo, Juan Pablo Barragán, Maria Jose Vargas",Colombia,"April 1, 2018",2015,TV-14,1 Season,"International TV Shows, Spanish-Language TV Shows, TV Dramas"
80174145,TV Show,Loaded,Sin director,"Jim Howick, Samuel Anderson, Jonny Sweet, Nick Helm, Mary McCormack, Aimee-Ffion Edwards, Lolly Adefope",United Kingdom,"April 1, 2018",2017,TV-14,1 Season,"British TV Shows, International TV Shows, TV Comedies"
80190215,Movie,Locked Up,Jared Cohn,"Kelly McCart, Katrina Grey, Jared Cohn, Ingkarat Jaraswongkosol, Maythavee Weiss, Anastasia Maslova, Panipak Jaemmangkang, Suebpong Kulsathaporndhai",United States,"April 1, 2018",2017,TV-MA,86 min,"Action & Adventure, Dramas, Independent Movies"
70000196,Movie,Main Hoon Na,Farah Khan,"Shah Rukh Khan, Sunil Shetty, Sushmita Sen, Zayed Khan, Amrita Rao, Kiron Kher, Boman Irani, Bindu, Naseeruddin Shah, Kabir Bedi",India,"April 1, 2018",2004,TV-14,171 min,"Action & Adventure, Comedies, Dramas"
80245519,Movie,Mandobasar Galpo,Tathagata Banerjee,"Paoli Dam, Parambrata Chattopadhyay, Indrasish Roy, Koushik Sen, Biswajit Chakraborty",India,"April 1, 2018",2017,TV-14,103 min,"Dramas, International Movies, Romantic Movies"
80245329,Movie,Metro,Ananda Krishnan,"Yogi Babu, Bobby Simha, Shirish",India,"April 1, 2018",2016,TV-14,116 min,"Dramas, International Movies, Thrillers"
70083535,Movie,Om Shanti Om,Farah Khan,"Shah Rukh Khan, Deepika Padukone, Shreyas Talpade, Arjun Rampal, Kirron Kher, Javed Sheikh",India,"April 1, 2018",2007,TV-14,169 min,"Comedies, Dramas, International Movies"
70039405,Movie,Paheli,Amol Palekar,"Shah Rukh Khan, Rani Mukerji, Anupam Kher, Dilip Prabhavalkar, Amitabh Bachchan, Juhi Chawla, Nina Kulkarni, Rajpal Yadav",India,"April 1, 2018",2005,TV-PG,134 min,"Dramas, International Movies, Romantic Movies"
60000722,Movie,Phir Bhi Dil Hai Hindustani,Aziz Mirza,"Shah Rukh Khan, Juhi Chawla, Paresh Rawal, Satish Shah, Dilip Tahil, Govind Namdeo, Smita Jaykar, Shakti Kapoor, Johnny Lever",India,"April 1, 2018",2000,TV-PG,159 min,"Comedies, Dramas, International Movies"
70134539,Movie,Prince,Kookie V. Gulati,"Vivek Oberoi, Aruna Shields, Nandana Sen, Niroo Singh, Sanjay Kapoor, Rajesh Khattar, Dalip Tahil, Mayur Puri, Manish Ananad",India,"April 1, 2018",2010,TV-14,130 min,"Action & Adventure, International Movies"
80122233,TV Show,Ramayan,Sin director,"Gagan Malik, Neha Sargam, Neil Bhatt",India,"April 1, 2018",2012,TV-14,1 Season,"International TV Shows, TV Dramas"
80245518,Movie,Rukh,Atanu Mukherjee,"Adarsh Gourav, Manoj Bajpayee, Smita Tambe, Kumud Mishra",India,"April 1, 2018",2017,TV-MA,103 min,"Dramas, Independent Movies, International Movies"
80124313,Movie,Sairat,Nagraj Manjule,"Rinku Rajguru, Akash Thosar, Arbaz Shaikh, Tanaji Galgunde, Suresh Vishwakarma",India,"April 1, 2018",2016,TV-14,173 min,"Dramas, International Movies, Romantic Movies"
60036359,Movie,Schindler's List,Steven Spielberg,"Liam Neeson, Ben Kingsley, Ralph Fiennes, Caroline Goodall, Jonathan Sagall, Embeth Davidtz, Małgorzata Gebel, Shmulik Levy, Mark Ivanir, Beatrice Macola, Friedrich von Thun, Andrzej Seweryn",United States,"April 1, 2018",1993,R,195 min,"Classic Movies, Dramas"
80049281,Movie,Secret in Their Eyes,Billy Ray,"Chiwetel Ejiofor, Nicole Kidman, Julia Roberts, Dean Norris, Michael Kelly, Joe Cole, Zoe Graham, Alfred Molina","United States, United Kingdom, Spain, South Korea","April 1, 2018",2015,PG-13,111 min,"Dramas, Thrillers"
70084328,Movie,The Aerial,Esteban Sapir,"Rafael Ferro, Sol Moreno, Jonathan Sandor, Alejandro Urdapilleta, Julieta Cardinali, Florencia Raggi, Valeria Bertuccelli, Raúl Hochman, Ricardo Merkin, Carlos Piñeyro",Argentina,"April 1, 2018",2007,TV-MA,99 min,"Dramas, International Movies, Sci-Fi & Fantasy"
70099610,Movie,The Duchess,Saul Dibb,"Keira Knightley, Ralph Fiennes, Charlotte Rampling, Dominic Cooper, Hayley Atwell, Simon McBurney, Aidan McArdle, John Shrapnel, Alistair Petrie, Patrick Godfrey","United Kingdom, Italy, France, United States","April 1, 2018",2008,PG-13,110 min,"Dramas, International Movies, Romantic Movies"
80217041,Movie,The Search for Life in Space,Stephen Amezdroz,Sin actores,United States,"April 1, 2018",2016,TV-G,32 min,Documentaries
80156408,Movie,Una,Benedict Andrews,"Rooney Mara, Ben Mendelsohn, Riz Ahmed, Ruby Stokes, Natasha Little, Tara Fitzgerald, Tobias Menzies","United Kingdom, Canada, United States","April 1, 2018",2016,R,94 min,"Dramas, International Movies"
80122193,TV Show,Badalte Rishton Ki Dastaan,Sin director,"Additi Gupta, Sanjeeda Sheikh, Kiran Karmarkar, Abhinav Shukla, Tanushree Kaushal, Mona Ambegaonkar",India,"April 1, 2017",2013,TV-14,1 Season,"International TV Shows, TV Dramas"
80159714,TV Show,Bala Loca,Sin director,"Alejandro Goic, Trinidad González, Ingrid Isensee, Mario Horton, Manuela Oyarzún, Fernanda Urrejola, Catalina Saavedra, Pablo Schwarz, Aline Küppenheim, Marcial Tagle, Víctor Quezada, Alfredo Castro, Roberto Farías, Hugo Medina, Daniel Candia, María Paz Grandjean, Alejandro Sieveking, Nicolás Durán, Sergio Hernández, Willy Semler, Erto Pantoja",Chile,"April 1, 2017",2016,TV-MA,1 Season,"International TV Shows, Spanish-Language TV Shows, TV Dramas"
80172938,Movie,Beyond All Boundaries,Sushrut Jain,Kunal Nayyar,"United States, India","April 1, 2017",2013,TV-14,98 min,"Documentaries, International Movies, Sports Movies"
80131414,Movie,Born to Be Free,Gayane Petrosyan,"Casting a light on the mistreatment of sea mammals, this documentary follows the plight of 18 Beluga whales kept in captivity for years.","United Kingdom, Russia","April 1, 2017",2016,TV-14,74 min,"Documentaries, International Movies"
80123567,TV Show,Burned Cocoon,Sin director,"Yavuz Bingöl, Basak Köklükaya, Çolpan Ilhan, Mustafa Alabora, Sedef Avcı, Ayça İnci, Tuncer Necmioğlu, Serdar Özer",Turkey,"April 1, 2017",2005,TV-14,1 Season,"International TV Shows, TV Dramas"
80170612,Movie,Celluloid Man,Shivendra Singh Dungarpur,P.K. Nair,India,"April 1, 2017",2012,TV-PG,156 min,"Documentaries, International Movies"
80144890,Movie,Couples Counseling,Alexandre Reinecke,"Zezé Polessa, Daniel Dantas, Paulo Vilhena, Fernanda Paes Leme, Juliana Mesquita",Brazil,"April 1, 2017",2016,TV-MA,88 min,"Comedies, Dramas, International Movies"
80106786,Movie,Dancing Quietly,Philipp Eichholtz,"Martina Schöne-Radunski, Hans-Heinrich Hardt, Sebastian Fräsdorf, Claudia Jacob, Deleila Piasko, Tobias Borchers, Ruth Bickelhaupt",Germany,"April 1, 2017",2016,TV-MA,70 min,"Dramas, Independent Movies, International Movies"
80115101,Movie,Deuces,Jamal Hill,"Larenz Tate, Meagan Good, Lance Gross, Antonique Smith, La La Anthony, Rick Gonzalez, Rotimi, Andra Fuller",United States,"April 1, 2017",2016,TV-MA,88 min,Dramas
80141261,Movie,Don't Look Down,Daniel Gordon,Richard Branson,United Kingdom,"April 1, 2017",2016,TV-MA,93 min,"Documentaries, International Movies"
80158482,Movie,Elaan,K. Ramanlal,"Vinod Mehra, Rekha, Vinod Khanna, Helen, Madan Puri, Brahm Bhardwaj",India,"April 1, 2017",1971,TV-PG,143 min,"Action & Adventure, Cult Movies, International Movies"
70266998,TV Show,Fairy Tail,Sin director,"Tetsuya Kakihara, Aya Hirano, Rie Kugimiya, Yuichi Nakamura, Sayaka Ohara, Satomi Sato, Yui Horie, Hiroki Yasumoto, Ryoko Ono, Hiroki Touchi, Shinpachi Tsuji, Wataru Hatano, Mai Nakahara, Katsuyuki Konishi, Eri Kitamura, Todd Haberkorn, Cherami Leigh, Tia Lynn Ballard, Newton Pittman, Colleen Clinkenbeard, Brittney Karbowski, Jad Saxton, Christopher R. Sabat, Monica Rial, Rick Keeling, R. Bruce Elliott, David Wald, Brina Palencia, Patrick Seitz, Jamie Marchi",Japan,"April 1, 2017",2010,TV-14,1 Season,"Anime Series, International TV Shows"
80081955,Movie,Five Nights in Maine,Maris Curran,"David Oyelowo, Dianne Wiest, Rosie Perez, Teyonah Parris, Hani Furstenberg, Bill Raymond",United States,"April 1, 2017",2015,TV-14,83 min,"Dramas, Independent Movies"
80164112,Movie,Joe Cocker: Mad Dog with Soul,John Edginton,Sin actores,United Kingdom,"April 1, 2017",2017,TV-14,90 min,"Documentaries, International Movies, Music & Musicals"
80122240,TV Show,Khelti Hai Zindagi Aankh Micholi,Sin director,"Ulka Gupta, Gautami Kapoor, Reema Shaikh, Vinay Jain, Manav Gohil, Helly Shah",India,"April 1, 2017",2013,TV-14,1 Season,"International TV Shows, TV Dramas"
70302835,Movie,Killa,Avinash Arun,"Amruta Subhash, Archit Deodhar, Parth Bhalerao, Gaurish Gawade, Atharva Upasni, Swandand Raikar, Shrikant Yadav, Umesh Jagtap, Shivalati Bokil, Jui Kahate",India,"April 1, 2017",2014,TV-14,107 min,"Dramas, International Movies"
80125512,Movie,Lavender,Ed Gass-Donnelly,"Abbie Cornish, Diego Klattenhoff, Justin Long, Dermot Mulroney, Lola Flanery, Sarah Abbott, Liisa Repo-Martell, Peyton Kennedy","Canada, United States","April 1, 2017",2016,NR,93 min,"Dramas, International Movies, Thrillers"
70129457,Movie,Life 2.0,Jason Spingarn-Koff,Sin actores,United States,"April 1, 2017",2010,NR,99 min,Documentaries
80121873,TV Show,Maharakshak: Aryan,Sin director,"Aakarshan Singh, Vikramjeet Virk, Reena Aggarwal, Khalid Siddiqui, Abigail Jain, Rishabh Jain",India,"April 1, 2017",2014,TV-14,1 Season,"International TV Shows, TV Action & Adventure, TV Sci-Fi & Fantasy"
70205014,TV Show,Ouran High School Host Club,Takuya Igarashi,"Maaya Sakamoto, Monica Rial, Vic Mignogna, Luci Christian, Mamoru Miyano, Kenichi Suzumura, Mike McFarland, Caitlin Glass, Ayaka Saito, Daisuke Kirii",Japan,"April 1, 2017",2006,TV-14,1 Season,"Anime Series, Romantic TV Shows, Teen TV Shows"
80122186,TV Show,Razia Sultan,Sin director,"Pankhuri Awasthy, Saurabh Pandey, Rohit Purohit, Sooraj Tapar, Mohit Abrol, Seema Kapoor",India,"April 1, 2017",2015,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas"
80158479,Movie,Salaakhen,A. Salaam,"Shashi Kapoor, Sulakshana Pandit, Mehmood, Sudhir, Anjana Mumtaz, Sajjan, M. Rajan, Mac Mohan, Amrish Puri, Ramesh Deo",India,"April 1, 2017",1975,TV-14,134 min,"Action & Adventure, International Movies, Music & Musicals"
80122190,TV Show,Satrangi,Sin director,Deepali Sahay,No clasificada,"April 1, 2017",2014,TV-PG,1 Season,"Docuseries, International TV Shows"
80104318,Movie,Silicon Cowboys,Jason Cohen,Sin actores,United States,"April 1, 2017",2016,TV-PG,77 min,Documentaries
80100054,Movie,Skins,Eduardo Casanova,"Ana Polvorosa, Candela Peña, Macarena Gómez, Carmen Machi, Jon Kortajarena, Secun de la Rosa, Itziar Castro, Antonio Durán 'Morris', Joaquín Climent, Ana María Ayala, Eloi Costa",Spain,"April 1, 2017",2017,TV-MA,78 min,"Dramas, International Movies"
80097468,Movie,The Bad Kids,"Keith Fulton, Louis Pepe",Sin actores,United States,"April 1, 2017",2016,TV-MA,101 min,Documentaries
80171439,Movie,The Human Factor: The Untold Story of the Bombay Film Orchestras,Rudradeep Bhattacharjee,Sin actores,India,"April 1, 2017",2013,TV-PG,53 min,"Documentaries, International Movies, Music & Musicals"
80104237,Movie,The Tenth Man,Daniel Burman,"Alan Sabbagh, Julieta Zylberberg, Usher Barilka, Elvira Onetto, Adrián Stoppelman, Dan Breitman, Elisa Carricajo",Argentina,"April 1, 2017",2016,TV-MA,81 min,"Dramas, International Movies"
80093107,Movie,Toro,Kike Maíllo,"Mario Casas, Luis Tosar, José Sacristán, Claudia Canal, José Manuel Poga, Ingrid García Jonsson, Luichi Macías",Spain,"April 1, 2017",2016,NR,106 min,"Dramas, International Movies, Thrillers"
80094557,TV Show,Cyborg 009 VS Devilman,Sin director,"Jun Fukuyama, Shintaro Asanuma, Haruka Shiraishi, Tomoaki Maeno, M・A・O, Hiroki Touchi, Takeshi Koyama, Yu Mizushima, Hozumi Goda, Ayumu Okamura, Saori Hayami, Satoshi Hino, Johnny Yong Bosch, Bryce Papenbrook, Christine Marie Cabanos, Spike Spencer, Stephanie Sheh, Michael Sinterniklaas, Keith Silverstein, Joey Lotsko, Tony Azzolino, Steve Staley, Cristina Vee, Christopher Corey Smith",Japan,"April 1, 2016",2015,TV-14,1 Season,"Anime Series, International TV Shows"
80085438,Movie,Frank and Cindy,G.J. Echternkamp,Sin actores,United States,"April 1, 2016",2007,TV-MA,70 min,Documentaries
80085439,Movie,Frank and Cindy,G.J. Echternkamp,"Rene Russo, Oliver Platt, Johnny Simmons, Jane Levy, Marc Maron, Ron Myles, Jessica Garrison, Fabianne Therese",United States,"April 1, 2016",2015,R,102 min,"Comedies, Dramas, Independent Movies"
80011846,Movie,Iverson,Zatella Beatty,Allen Iverson,United States,"April 1, 2016",2014,NR,88 min,"Documentaries, Sports Movies"
80064521,Movie,Jeremy Scott: The People's Designer,Vlad Yudin,Jeremy Scott,United States,"April 1, 2016",2015,PG-13,109 min,Documentaries
80106136,TV Show,Yo-Kai Watch,Sin director,"Johnny Yong Bosch, J.W. Terry, Alicyn Packard, Melissa Hutchison, Pierre Holloway, Brent Pendergrass",United States,"April 1, 2016",2015,TV-Y7,1 Season,"Anime Series, Kids' TV"
70259784,TV Show,DreamWorks Happy Holidays from Madagascar,Sin director,"Tom McGrath, Chris Miller, Christopher Knights, John DiMaggio, Ben Stiller, Chris Rock, David Schwimmer, Jada Pinkett Smith, Cedric the Entertainer, Andy Richter, Carl Reiner",United States,"April 1, 2013",2005,TV-PG,1 Season,"Kids' TV, TV Comedies"
80136796,TV Show,Show Me the Money,Sin director,"Afdlin Shauki, Patrick Teoh, Mano Maniam, Rashid Salleh, Soefira Jaafar, Nell Ng, Juliana Ibrahim, Wandy She",No clasificada," September 9, 2018",2004,TV-14,2 Seasons,"International TV Shows, TV Comedies"
70270745,TV Show,Ripper Street,Sin director,"Matthew Macfadyen, Jerome Flynn, Adam Rothenberg, David Wilmot, MyAnna Buring, David Dawson, Amanda Hale, Charlene McKenna, Jonathan Barnwell, Clive Russell","United Kingdom, Ireland"," September 8, 2017",2017,TV-MA,5 Seasons,"British TV Shows, Crime TV Shows, TV Dramas"
70177067,TV Show,Haven,Sin director,"Emily Rose, Lucas Bryant, Nicholas Campbell, Eric Balfour, Richard Donat, John Dunsworth, Maurice Dean Wint, Adam Copeland","Canada, United States"," September 8, 2015",2015,TV-14,5 Seasons,"Classic & Cult TV, TV Horror, TV Mysteries"
80002612,TV Show,Marvel's Iron Fist,Sin director,"Finn Jones, Jessica Henwick, David Wenham, Jessica Stroup, Tom Pelphrey",United States," September 7, 2018",2018,TV-MA,2 Seasons,"Crime TV Shows, TV Action & Adventure, TV Dramas"
80095988,TV Show,Stretch Armstrong & the Flex Fighters,Sin director,"Scott Menville, Steven Yeun, Ogie Banks, Wil Wheaton, Keith David, Miguel Ferrer, David Kaye, Kate Mulgrew, Nazneen Contractor, Felicia Day",United States," September 7, 2018",2018,TV-Y7-FV,2 Seasons,Kids' TV
80024113,TV Show,Galavant,Sin director,"Joshua Sasse, Timothy Omundson, Vinnie Jones, Mallory Jansen, Karen David, Luke Youngblood",United States," September 7, 2016",2016,TV-PG,2 Seasons,"TV Action & Adventure, TV Comedies"
80200942,TV Show,Elite,Sin director,"Danna Paola, Miguel Herrán, María Pedraza, Itzan Escamilla, Miguel Bernardeau, Jaime Lorente, Álvaro Rico, Arón Piper, Mina El Hammani, Ester Expósito, Omar Ayuso",Spain," September 6, 2019",2019,TV-MA,2 Seasons,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows"
80186848,TV Show,Jack Whitehall: Travels with My Father,Sin director,"Jack Whitehall, Michael Whitehall",United Kingdom," September 6, 2019",2019,TV-MA,3 Seasons,"British TV Shows, Docuseries, International TV Shows"
70197049,TV Show,Once Upon a Time,"Mario Van Peebles, Ralph Hemecker, Gwyneth Horder-Payton, Milan Cheylov, Dean White, Michael Waxman, Bryan Spicer","Lana Parrilla, Robert Carlyle, Jared Gilmore, Jennifer Morrison, Ginnifer Goodwin, Josh Dallas, Colin O'Donoghue, Emilie de Ravin",United States," September 6, 2018",2018,TV-PG,7 Seasons,"TV Dramas, TV Sci-Fi & Fantasy"
70283260,TV Show,Reign,Sin director,"Adelaide Kane, Megan Follows, Torrance Coombs, Toby Regbo, Jenessa Grant, Celina Sinden, Caitlin Stasey, Anna Popplewell, Alan Van Sprang, Rossif Sutherland, Jonathan Keltz, Sean Teale, Craig Parker",United States," September 5, 2017",2017,TV-14,4 Seasons,TV Dramas
70143860,TV Show,The Vampire Diaries,Sin director,"Nina Dobrev, Paul Wesley, Ian Somerhalder, Steven R. McQueen, Sara Canning, Kat Graham, Candice King, Zach Roerig, Michael Trevino, Matthew Davis, Joseph Morgan",United States," September 4, 2017",2017,TV-14,8 Seasons,"TV Dramas, TV Mysteries, TV Sci-Fi & Fantasy"
80020542,TV Show,Gotham,Danny Cannon,"Ben McKenzie, Donal Logue, Jada Pinkett Smith, David Mazouz, Sean Pertwee, Camren Bicondova, Robin Lord Taylor, Cory Michael Smith, Erin Richards, John Doman, Victoria Cartagena, Andrew Stewart-Jones, Larry Pine, Jessica Lucas, Maggie Geha, Charlie Tahan, Drew Powell, Morena Baccarin, Anthony Carrigan, Crystal Reed, Chris Chalk, Damian Young, Michael Buscemi, Alexander Siddig, Michael Maize",United States," September 30, 2019",2019,TV-14,5 Seasons,"Crime TV Shows, TV Action & Adventure, TV Dramas"
80074503,TV Show,Real Rob,Sin director,"Rob Schneider, Patricia Schneider, Jamie Lissow, Miranda Scarlett Schneider",United States," September 29, 2017",2017,TV-MA,2 Seasons,TV Comedies
80217957,TV Show,Reboot: The Guardian Code,Sin director,"Ty Wood, Sydney Scotia, Ajay Friese, Gabriel Darku, Hannah Vandenbygaart, Timothy E. Brummund, Bob Frazer, Octavian Kaul, Nicholas Lea, Kirsten Robek, Alex Zahara",Canada," September 28, 2018",2018,TV-Y7-FV,2 Seasons,Kids' TV
80113201,TV Show,Skylanders Academy,Sin director,"Justin Long, Ashley Tisdale, Jonathan Banks, Chris Diamantopoulos, Bobcat Goldthwait, Richard Steven Horvitz, Norm MacDonald, Daniel Middleton, Catherine O'Hara, Parker Posey, Jonny Rees, Jason Ritter, Susan Sarandon, Harland Williams, Daniel Wu, Dee Bradley Baker, Chris Cox, Jim Cummings, Felicia Day, John DiMaggio, Grey Griffin","South Korea, United States"," September 28, 2018",2018,TV-Y7,3 Seasons,"Kids' TV, TV Comedies"
80115297,TV Show,El Marginal,Sin director,"Juan Minujín, Martina Gusman, Gerardo Romano, Claudio Rissi, Carlos Portaluppi, Nicolás Furtado, Cristina Banegas, Abel Ayala",Argentina," September 27, 2019",2019,TV-MA,3 Seasons,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows"
80216752,TV Show,Explained,Sin director,Sin actores,United States," September 26, 2019",2019,TV-14,2 Seasons,Docuseries
80180182,TV Show,Norsemen,Sin director,"Kåre Conradi, Silje Torp, Nils Jørgen Kaalstad, Marian Saastad Ottesen, Trond Fausa, Kristine Riis, Jon Øigarden, Henrik Mestad, Øystein Martinsen, Mikkel Bratt Silset, Mads Jørgensen, Nikis Theophilakis",Norway," September 26, 2018",2018,TV-MA,2 Seasons,"International TV Shows, TV Comedies"
80131479,TV Show,Terrace House: Aloha State,Sin director,"You, Reina Triendl, Ryota Yamasato, Yoshimi Tokui, Azusa Babazono, Kentaro","United States, Japan"," September 26, 2017",2017,TV-14,4 Seasons,"International TV Shows, Reality TV"
80057883,TV Show,Abstract: The Art of Design,Sin director,"Christoph Niemann, Tinker Hatfield, Es Devlin, Bjarke Ingels, Paula Scher, Platon, Ilse Crawford, Ralph Gilles",United States," September 25, 2019",2019,TV-14,2 Seasons,Docuseries
